decomposer,k,seed,layer,silhouette_cosine_H,component,mi,linear_sep_acc,category_top1_dominance,vad_explained
pca,128,0,22,-0.025508098304271698,34,0.15246168847584363,0.144375,0.25,0.0031626468989998102
pca,128,0,22,-0.025508098304271698,35,0.14332131619357646,0.13281250000000003,0.625,0.0015829174080863595
pca,128,0,22,-0.025508098304271698,36,0.16628161083534554,0.15281250000000002,0.375,0.0013796132989227772
pca,128,0,22,-0.025508098304271698,37,0.13034569171441257,0.146875,0.375,0.002463896293193102
pca,128,0,22,-0.025508098304271698,38,0.116194637211684,0.1284375,0.375,0.0020054024644196033
pca,128,0,22,-0.025508098304271698,39,0.1609843973905578,0.135,0.25,0.0018929095240309834
pca,128,0,22,-0.025508098304271698,40,0.1242296597728707,0.13187500000000002,0.375,0.0029534674249589443
pca,128,0,22,-0.025508098304271698,41,0.15339291691980783,0.144375,0.625,0.0018762028776109219
pca,128,0,22,-0.025508098304271698,42,0.130724060145472,0.14156249999999998,0.5,0.0033693620935082436
pca,128,0,22,-0.025508098304271698,43,0.13116409928279538,0.15187499999999998,0.5,0.0007876601885072887
pca,128,0,22,-0.025508098304271698,44,0.15148172986578556,0.1671875,0.375,0.0020118041429668665
pca,128,0,22,-0.025508098304271698,45,0.16961540313877377,0.135,0.375,0.0018529972294345498
pca,128,0,22,-0.025508098304271698,46,0.1662502578831213,0.1603125,0.5,0.0023720706813037395
pca,128,0,22,-0.025508098304271698,47,0.16315617678866712,0.13,0.375,0.00094528280897066
pca,128,0,22,-0.025508098304271698,48,0.10907556882061886,0.1365625,0.375,0.0010186894796788692
pca,128,0,22,-0.025508098304271698,49,0.16009570463137912,0.15749999999999997,0.625,0.002024448476731777
pca,128,0,22,-0.025508098304271698,50,0.15257520632485466,0.15062499999999998,0.375,0.008955898694694042
pca,128,0,22,-0.025508098304271698,51,0.1447939017519686,0.13374999999999998,0.25,0.00028566012042574584
pca,128,0,22,-0.025508098304271698,52,0.13169729493639126,0.14187500000000003,0.25,0.0012339723762124777
pca,128,0,22,-0.025508098304271698,53,0.1158791927820757,0.1334375,0.25,0.0004416526644490659
pca,128,0,22,-0.025508098304271698,54,0.13373529939559647,0.1378125,0.375,0.0008458072552457452
pca,128,0,22,-0.025508098304271698,55,0.14342553604114094,0.144375,0.5,0.0018309525912627578
pca,128,0,22,-0.025508098304271698,56,0.16047669181695623,0.14125,0.25,0.00010330245277145877
pca,128,0,22,-0.025508098304271698,57,0.1560013434430596,0.11875,0.375,0.006257116794586182
pca,128,0,22,-0.025508098304271698,58,0.13186920879256858,0.13374999999999998,0.25,0.00172181345988065
pca,128,0,22,-0.025508098304271698,59,0.13892083764363905,0.13999999999999999,0.25,0.0008993970695883036
pca,128,0,22,-0.025508098304271698,60,0.1731759395304353,0.1359375,0.625,0.0022131092846393585
pca,128,0,22,-0.025508098304271698,61,0.12672241160888742,0.14499999999999996,0.375,0.0029300390742719173
pca,128,0,22,-0.025508098304271698,62,0.13155471282166165,0.145625,0.375,0.0021701587829738855
pca,128,0,22,-0.025508098304271698,63,0.1434705762827746,0.1528125,0.375,0.003956038039177656
pca,128,0,22,-0.025508098304271698,64,0.13690308309678612,0.14125000000000001,0.375,0.001863126060925424
pca,128,0,22,-0.025508098304271698,65,0.12799771683687622,0.1478125,0.25,0.0018721825908869505
pca,128,0,22,-0.025508098304271698,66,0.13723867027583614,0.12875,0.375,0.003241784404963255
pca,128,0,22,-0.025508098304271698,67,0.12691415440021192,0.138125,0.375,0.0012747460277751088
pca,128,0,22,-0.025508098304271698,68,0.12691825440876814,0.1409375,0.5,0.0005950023187324405
pca,128,0,22,-0.025508098304271698,69,0.14734390199076186,0.13624999999999998,0.375,0.0018600639887154102
pca,128,0,22,-0.025508098304271698,70,0.14339002376420318,0.155,0.375,0.0009367448510602117
pca,128,0,22,-0.025508098304271698,71,0.14395300207632689,0.1459375,0.5,0.0011327351676300168
pca,128,0,22,-0.025508098304271698,72,0.12313464188790402,0.139375,0.25,0.0003889310755766928
pca,128,0,22,-0.025508098304271698,73,0.1418980949369617,0.13874999999999998,0.5,0.00044836796587333083
pca,128,0,22,-0.025508098304271698,74,0.12777934245352496,0.1525,0.375,0.0005375722539611161
pca,128,0,22,-0.025508098304271698,75,0.14406684329498365,0.1375,0.375,0.0010428371606394649
pca,128,0,22,-0.025508098304271698,76,0.1281885503957545,0.1328125,0.375,0.0008588725468143821
pca,128,0,22,-0.025508098304271698,77,0.13686168262347387,0.1278125,0.25,0.0017620782600715756
pca,128,0,22,-0.025508098304271698,78,0.13035226790757903,0.1346875,0.625,0.0005248651723377407
pca,128,0,22,-0.025508098304271698,79,0.14627051602810148,0.12874999999999998,0.5,0.0016745799221098423
pca,128,0,22,-0.025508098304271698,80,0.11759820996245063,0.136875,0.25,0.0011871971655637026
pca,128,0,22,-0.025508098304271698,81,0.12290025343460442,0.1475,0.5,0.0002625576453283429
pca,128,0,22,-0.025508098304271698,82,0.14697735144770885,0.1484375,0.25,0.0003402095171622932
pca,128,0,22,-0.025508098304271698,83,0.10551301880935382,0.12125000000000001,0.375,0.0001937916240422055
pca,128,0,22,-0.025508098304271698,84,0.14278865013024777,0.1353125,0.25,0.001082071103155613
pca,128,0,22,-0.025508098304271698,85,0.13168368621446858,0.13,0.5,0.0002179151342716068
pca,128,0,22,-0.025508098304271698,86,0.12423327839170328,0.13687500000000002,0.75,0.00036598689621314406
pca,128,0,22,-0.025508098304271698,87,0.11702788375386985,0.128125,0.5,0.003026082180440426
pca,128,0,22,-0.025508098304271698,88,0.1220694606520194,0.13906250000000003,0.375,0.000793882121797651
pca,128,0,22,-0.025508098304271698,89,0.12202586852361685,0.1328125,0.5,0.0008622315363027155
pca,128,0,22,-0.025508098304271698,90,0.12947767337863114,0.1378125,0.375,0.0017034789780154824
pca,128,0,22,-0.025508098304271698,91,0.1307775043070416,0.13968750000000002,0.375,9.625523671275005e-05
pca,128,0,22,-0.025508098304271698,92,0.11845131821441957,0.13187500000000002,0.25,0.00019201112445443869
pca,128,0,22,-0.025508098304271698,93,0.13101997814474364,0.13874999999999998,0.5,0.0031086858361959457
pca,128,0,22,-0.025508098304271698,94,0.13005708594711107,0.134375,0.25,0.00016634241910651326
pca,128,0,22,-0.025508098304271698,95,0.15053547593457806,0.11499999999999999,0.25,0.0005826088599860668
pca,128,0,22,-0.025508098304271698,96,0.12605009777461706,0.1321875,0.25,0.0008511525229550898
pca,128,0,22,-0.025508098304271698,97,0.13706230225832927,0.1325,0.375,0.0010906864190474153
pca,128,0,22,-0.025508098304271698,98,0.12326667098550192,0.1321875,0.375,0.00011303056817268953
pca,128,0,22,-0.025508098304271698,99,0.12376646781751699,0.13781249999999998,0.25,0.0003333764907438308
pca,128,0,22,-0.025508098304271698,100,0.12156533022699989,0.1453125,0.375,0.001838191063143313
pca,128,0,22,-0.025508098304271698,101,0.14400503170246015,0.13625,0.375,0.0006368852918967605
pca,128,0,22,-0.025508098304271698,102,0.14996791563254108,0.13718750000000002,0.375,0.00023483889526687562
pca,128,0,22,-0.025508098304271698,103,0.147907035281313,0.1259375,0.375,0.001561775105074048
pca,128,0,22,-0.025508098304271698,104,0.1688186878852278,0.136875,0.375,0.0008311386336572468
pca,128,0,22,-0.025508098304271698,105,0.14320999035401583,0.125,0.25,0.0007161016692407429
pca,128,0,22,-0.025508098304271698,106,0.11009788015860655,0.1428125,0.25,0.0004494599415920675
pca,128,0,22,-0.025508098304271698,107,0.14024469235519454,0.12562500000000001,0.25,0.0015374984359368682
pca,128,0,22,-0.025508098304271698,108,0.15619834190447968,0.13906250000000003,0.375,0.0009460035362280905
pca,128,0,22,-0.025508098304271698,109,0.1098425002066068,0.1265625,0.25,0.0007878896431066096
pca,128,0,22,-0.025508098304271698,110,0.1161816938000455,0.13562499999999997,0.25,0.000326621433487162
pca,128,0,22,-0.025508098304271698,111,0.11963335053392177,0.14656249999999998,0.375,0.0011303487699478865
pca,128,0,22,-0.025508098304271698,112,0.13220466005519826,0.139375,0.5,0.0007417203160002828
pca,128,0,22,-0.025508098304271698,113,0.1358807028965865,0.13125,0.375,0.0006604124209843576
pca,128,0,22,-0.025508098304271698,114,0.13073162707414365,0.1409375,0.375,0.0015000570565462112
pca,128,0,22,-0.025508098304271698,115,0.1275632617641933,0.130625,0.625,0.0003789713664446026
pca,128,0,22,-0.025508098304271698,116,0.1148870334575296,0.13468750000000002,0.375,0.001488220994360745
pca,128,0,22,-0.025508098304271698,117,0.11344506696598433,0.136875,0.375,0.0019224702846258879
pca,128,0,22,-0.025508098304271698,118,0.1352558669645858,0.12625,0.5,0.0006121952319517732
pca,128,0,22,-0.025508098304271698,119,0.14047083495117363,0.13374999999999998,0.375,0.00044883484952151775
pca,128,0,22,-0.025508098304271698,120,0.1369906224344879,0.13562500000000002,0.5,0.0009109994280152023
pca,128,0,22,-0.025508098304271698,121,0.13557427011664291,0.12468750000000002,0.375,0.0006908860523253679
pca,128,0,22,-0.025508098304271698,122,0.14315919383309605,0.1284375,0.25,0.000991804525256157
pca,128,0,22,-0.025508098304271698,123,0.12549138794154535,0.1384375,0.625,0.00014851178275421262
pca,128,0,22,-0.025508098304271698,124,0.11322351394440178,0.14250000000000002,0.25,0.0004416134033817798
pca,128,0,22,-0.025508098304271698,125,0.13133020057147782,0.1440625,0.25,0.0009527795482426882
pca,128,0,22,-0.025508098304271698,126,0.13802725268092475,0.1375,0.375,0.0008798096678219736
pca,128,0,22,-0.025508098304271698,127,0.1497588921920685,0.13374999999999998,0.375,0.0010373506229370832
